Questions,Type,Time Limit,Required,Page Break,Randomize,Columns,Minimum Answers,Maximum Answers,Answer 1,Score,Answer 2,Score,Answer 3,Score,Answer 4,Score,Answer 5,Score,Answer 6,Score
Universal Containers has two types of customer support processes: Platinum and Diamond. The app builder created separate record types for each process on the Case object. The customer support team should not be able to create new cases with the Diamond record type.How should this requirement be met?,Multiple Choice,No,Yes,No,Yes,2,1,1,Update the profile to remove the Diamond record type from the support team.,1,Remove the ability for the support team to create new case records.,0,Make the record type hidden to all users and then use sharing rules to share it.,0,Update the organization-wide defaults to private.,0,,0,,0
"Universal Containers sells to three different types of organizations: Partner, Enterprise, and Small Business. Some of the information collected about each organization overlaps; however, there are also unique attributes to each type of organization that need to be tracked, some of which are required.What solution meets these requirements?",Multiple Choice,No,Yes,No,Yes,2,1,1,"Three different sections on an Account page layout, which each section displaying the relevant fields for that organization.",0,"A Partner Community for partner organization records, and two lead record types for Enterprise and Small Business organizations.",0,"Three Account record types, each with its own page layout to display the relevant fields for that type of organization.",1,"Three custom objects for the three organization types, each with custom fields that pertain to that type of organization.",0,,0,,0
The marketing team at Universal Containers has a list of 400 leads it wants to upload to Salesforce. The team needs to avoid creating duplicate records.Which two actions should be taken to meet this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Utilize a Lead Matching Rule and corresponding Duplicate Rule to block newly created duplicate leads.,1,Use Data Loader's update function to import leads and match to existing records based on e-mail address.,0,Enable Duplicate Matching in the Data Management section in Setup and activate the Lead-to-Lead scenario.,0,Upload the lead list using the Import Wizard and select a Matching Type to prevent duplicate lead creation.,1,,0,,0
Which two will prevent a formula field from being referenced by a Roll-Up Summary field? (Choose two.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,2,2,A cross-object workflow updating a field referenced by the formula field.,0,The CASE() function in the formula field.,0,The NOW() function in the formula field,1,A cross-object field reference in the formula field.,1,,0,,0
"Universal Containers is rolling out a new opportunity review process. Regional managers will need to edit opportunities for their subordinates, but not for other groups. Managers and users should be able to view all opportunities.Which two approaches are recommended to meet their requirement? (Choose two.) (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,2,2,Set organization-wide defaults to public read/only.,1,Create standard role hierarchies,0,Set organization-wide defaults to public read/write.,0,Create criteria based sharing rules.,1,,0,,0
Which two relationship types can be defined with external objects? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Cross-Organization Lookup,0,External Lookup,1,Indirect Lookup,1,External Master-Detail,0,,0,,0
Which two are capabilities of Schema Builder? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Viewing page layouts in a new window.,1,Editing custom settings.,0,Showing selected objects on a page.,1,Creating a new record type.,0,,0,,0
Which two features can extend record access beyond the organization-wide defaults? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Criteria-based sharing rules.,1,Owner-based sharing rules.,1,Public or private groups.,0,Dynamic role hierarchy.,0,,0,,0
Universal Containers needs to send an Outbound Message to an external system when a record has been updated.What is the recommended feature to meet this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Lightning Connect,0,Workflow,1,Process Builder,0,Flow Launcher,0,,0,,0
Universal Containers wants to display a message when an opportunity close date is less than 60 days in the future.What can be used to display different text on the opportunity record depending on the number of days until the target close date?,Multiple Choice,No,Yes,No,Yes,2,1,1,Workflow Update,0,Process Builder,0,Sales Process,0,Formula Field,1,,0,,0
"Which three are true about converting a tabular, summary, or matrix report to a joined report? (Choose three.)",Multiple Choice,No,Yes,No,Yes,2,3,3,Cross filters are not supported in joined reports.,1,The Rows to Display filter is not supported in joined reports.,1,Joined report blocks are formatted as matrix reports.,0,Report formula fields are not supported in joined reports.,0,Bucket fields are not supported in joined reports.,1,,0
"Universal Containers has deployed custom tabs to Production via change sets, without including the profile settings or permission sets.What is the setting for the visibility of custom tabs?",Multiple Choice,No,Yes,No,Yes,2,1,1,Custom tabs are hidden for all users.,1,Custom tabs are default off for all users.,0,Custom tabs are default on for all users.,0,Custom tabs are not deployed.,0,,0,,0
"Representatives at Universal Containers uses Salesforce to record information for new Leads. When new prospects are added, an outbound message is sent toSAP with the Lead's information.What automation process will accomplish this without writing any code? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Design an Approval Process that sends an outbound message upon approval.,0,Create a process using Process Builder to send the outbound message.,0,Use Flow to create a wizard that will send an outbound message.,1,Create a Workflow Rule with an outbound message as the action.,0,,0,,0
Users at Universal Containers need to be able to quickly create a Resource record from the Project record's Chatter feed.How should the app builder define this functionality? (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,1,1,"By creating a custom ""Detail Page"" Button on the Project.",0,"By creating a custom ""Detail Page"" Button on the Resource.",0,"By creating a custom ""Create a Record"" Action on the Project.",1,"By creating a custom ""Create a Record"" Action on the Resource.",0,,0,,0
"A sales manager would like to look at an Account record and view charts of all the related open opportunities, closed/won opportunities, and open cases.How many report charts can be added to the Account page layout to meet this requirement?",Multiple Choice,No,Yes,No,Yes,2,1,1,3,0,4,0,2,1,1,0,,0,,0
Which three field types should be referenced by a Roll-Up Summary field using SUM? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Number,1,Formula,0,Date,0,Percent,1,Currency,1,,0
"When an opportunity close date is delayed by more than 60 days, the manager and the VP of Sales must approve the change.Which two solutions will meet the requirement? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Build an approval process that requires unanimous approval from the manager and VP of Sales.,1,Build a validation rule that does not allow a user to save the opportunity record.,0,Create a workflow rule that checks for close date less than 60 days and add an e-mail alert.,0,Create a Process Builder flow that submits the record for an approval process.,1,,0,,0
Universal Containers wants to streamline its data capture process by linking fields together. UC wants to do this so that the available values on dependent fields are driven by values selected on controlling fields.Which three considerations support the stated requirements? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Multi-select picklists can be dependent picklists but not controlling fields.,1,Checkbox fields can be controlling fields but not dependent fields.,1,Standard and custom picklist fields can be dependent fields.,0,Custom picklist fields can be either controlling or dependent fields.,1,The data import wizards only allow values to be imported into a dependent picklist if they match the appropriate controlling field.,0,,0
Universal Containers has a junction object called Billings with a primary Master-Detail relationship with Accounts and a secondary Master-Detail relationship withOrders. The app builder has a requirement to change the primary Master-Detail relationship to a Lookup.What happens to the secondary Master-Detail relationship with Orders?,Multiple Choice,No,Yes,No,Yes,2,1,1,The secondary Master-Detail object relationship needs to be reestablished.,0,The secondary Master-Detail object also converts to a lookup.,0,The secondary Master-Detail object becomes the primary.,1,The secondary Master-Detail object relationship is no longer valid.,0,,0,,0
Which two statements are true when a new full sandbox is created? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Chatter data will be copied to the sandbox by default.,0,Default e-mail deliverability is set to system e-mail only.,1,Usernames will be modified uniquely for that sandbox.,1,Users' e-mail addresses will not be modified.,0,,0,,0
When is it recommended to refresh a Full sandbox?,Multiple Choice,No,Yes,No,Yes,2,1,1,Whenever a new Production user is added.,0,Within 3 hours of when it is needed.,0,After a major Production release.,1,After UAT sign-off.,0,,0,,0
Which capabilities should an app builder consider when creating custom report types?,Multiple Choice,No,Yes,No,Yes,2,1,1,The detail object in a Master-Detail relationship cannot be added as a secondary object on a custom report type.,0,Any object can be chosen unless the object is not visible to the person creating the report type through security settings.,0,"When the primary object is a custom object and is deleted, then the report type and any reports created from it must be deleted manually.",0,"Once a report type is saved with a standard or custom primary object, the primary object cannot be changed for that report type.",1,,0,,0
Universal Containers wants to automatically assign a specific permission set to new users.Which two actions should be completed in order to meet this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Create a workflow rule on the User object to assign a permission set.,0,Create a Process on the User object to launch a flow.,1,Create an Approval process on the User object to assign a permission set.,0,Create a Flow on the User object to assign a permission set.,1,,0,,0
The VP of Account Management at Universal Containers has requested that all Contacts' mailing postal codes match the associated account's shipping postal code.How can this be enforced using validation rules?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a validation rule using a Not Equal operator.,1,Create a validation rule using a Compare operator.,0,Create a validation rule using the DISTANCE() function.,0,Create a validation rule using the GEOLOCATION() function.,0,,0,,0
Which two behaviors may occur if workflow rules are reevaluated after a field change by a field update? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Workflow rules trigger more workflow rules to be re-evaluated.,1,A recursive loop potentially results in exceeding governor limits.,1,Workflow rules trigger validation rules on field updates.,0,Cross-object workflow rules result in re-evaluation after field change.,0,,0,,0
Which two are true statements about record types? (Choose two.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,2,2,They can be used to control user role hierarchy.,0,They allow different page layouts and mandatory fields.,0,They can be enabled by profile and permission set.,1,They allow different picklist values for all picklist fields.,1,,0,,0
Sales representatives want to capture custom Feedback record details related to each Account. The sales reps want to accomplish this with minimal clicks on theSalesforce Mobile Application.Which two solutions should be recommended in order to meet this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Create a global action on Account.,0,Create an object-specific action on Account.,1,Create a feedback object as a parent of Account.,0,Create predefined values for most of the fields.,1,,0,,0
The app builder at Universal Containers has been asked to ensure that the Country field on the Account object is captured as the two-letter abbreviation.How can the app builder satisfy this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a validation rule to set values using an external data source.,0,Create a workflow rule that only allows the expected format.,0,Create a validation rule that only allows the expected format.,1,Create a workflow rule to set values using an external data source.,0,,0,,0
An app builder has been requested to extend record access beyond the organization-wide defaults configured.Which two features satisfy this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Using Sharing Rules.,1,Using Manual Sharing Rules.,0,Using Dynamic Role Hierarchy.,0,Using Public Groups.,1,,0,,0
Universal Containers sales reps can modify fields on an Opportunity until it is closed. Only the Sales Operations team can modify the Post-Close Follow-up Date and Post-Close Follow-up Comments fields.How can these requirements be met?,Multiple Choice,No,Yes,No,Yes,2,1,1,"Use multiple record types, page layouts, and profiles.",0,Use field-level security on page layouts to restrict editing fields.,1,Use record types with field sets and restrict editing fields using field-level security.,0,Use field-level security to mark fields as read-only on the Sales profile.,0,,0,,0
Universal Containers has purchased a Lightning Component on the AppExchange.In which two areas can these Components be utilized? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Standalone Lightning App,1,Flow Builder,0,Process Builder,0,Salesforce Mobile App,1,,0,,0
"Universal Containers uses a custom object to track Projects. When the status of a Project is changed from ""In Progress"" to ""On Hold"", the business wants theProject owner to be automatically assigned to an ""On Hold"" queue.What capability can be used to accomplish this? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Quick Action,0,Workflow Rule,1,Assignment Rule,0,Escalation Rule,0,,0,,0
A custom field contains a feedback score which is on a scale of one to five. End users would like a visual indicator of one to five stars based on the number found in the feedback score custom field.How can this visual indicator be displayed?,Multiple Choice,No,Yes,No,Yes,2,1,1,Use a custom number field.,0,Use a custom image field.,0,Use a custom formula field.,1,Use a custom text field.,0,,0,,0
"Universal Containers is importing 10,000 contact records in Salesforce. They want to avoid duplicate records from being created during the import.How can this requirement be met? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,"When importing the file, select the ""Prevent Duplicates"" option on the last step of the Data Loader.",0,Include in a column in the import file that corresponds to a field in Salesforce that requires unique values.,0,"After importing all the contacts, run a duplicate check report, export the report to a CSV file, and run a mass delete to purge any duplicates.",1,"After importing all of the contact records, review all records created and manually merge or delete any duplicate records.",0,,0,,0
A new custom object is begin created with a private sharing setting. The business wants to share individual records with specific people or groups of people on a case-by-case basis.Which three options does the business user have to manually share individual records? (Choose three.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,3,3,Profiles,0,Users,1,Permission Sets,0,Roles,1,Public Groups,1,,0
"When configuring a record type, an app builder can configure the available value of a picklist field for the page layout.Which two Opportunity standard fields are available to be configured directly in the Opportunity record type? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Lead Source,1,Forecast category,0,Stage,0,Type,1,,0,,0
Which two are key considerations when using Unmanaged packages? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,The person who created the Unmanaged package can change or upgrade installed components.,0,A namespace is required to create an Unmanaged package.,0,A namespace is not required to create an Unmanaged package.,1,The person who created the Unmanaged package has no control over the installed components.,1,,0,,0
"In Salesforce Classic, which three use cases can be accomplished using a custom link? (Choose three.) (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,3,3,Navigate to a create a record page with fields pre-populated.,1,Navigate to an Apex Trigger to update the current record.,0,Navigate to a process to update the current record.,0,Navigate to a custom Visual Flow to update the current record.,1,Navigate to an external system using data in Salesforce.,1,,0
"An app builder needs to change the data types of a few custom fields. The app builder is not able to delete and recreate any of the fields, nor modify any Apex code.What data type change will require the app builder to perform additional steps in order to retain existing functionality? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Changing the data type of a field used in lead conversion from number to text.,1,Changing the data type of a field used as an External ID from number to text.,0,Changing the data type of a field used in an Apex class from number to text.,0,Changing the data type of a field used in a report from text to an encrypted field.,0,,0,,0
A customer service representative at a call center would like to be able to collect information from customers using a series of question prompts.What could be used to accomplish this?,Multiple Choice,No,Yes,No,Yes,2,1,1,Workflow Rules,0,Salesforce Connect,0,Flow,1,Process Builder,0,,0,,0
"An app builder has been asked to provide users a way to identify a Contact's ""Preferred Contact Method"" directly on the Contact record. Users need to be able to identify whether a phone number or an e-mail is the Contact's preferred communication method.What field type will allow the app builder to accomplish this with the fewest fields possible?",Multiple Choice,No,Yes,No,Yes,2,1,1,Picklist,1,E-mail,0,Checkboxes,0,Formula,0,,0,,0
"Universal Containers uses a private sharing model for opportunities. This model cannot be changed due to a regional structure. A new sales operations team has been created. This team needs to perform analysis on Opportunity data, and should have read and write access to all Opportunities.Which two are recommended solutions for the app builder to give the users appropriate access? (Choose two.) (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,2,2,Add a manual share for all opportunities with each user on the sales operations team.,0,Create a criteria-based sharing rule to share all opportunities with the sales operations private group.,0,Create a criteria-based sharing rule to share all opportunities with the sales operations public group.,1,"Add a permission set with ""View All"" and ""Modify All"" opportunity permissions enabled.",1,,0,,0
Universal Containers has a requirement that an Opportunity should have a field showing the value of its associated account's billing state. This value should not change after the Opportunity has been created.What is the recommended solution to configure this automation behavior?,Multiple Choice,No,Yes,No,Yes,2,1,1,Formula field,0,Apex,0,Roll-up summary field,0,Workflow,1,,0,,0
"Universal Containers conducts evaluations of its sales reps using a custom object consisting of numerical scores and executive comments. The company wants to ensure that only the sales reps, their managers, and their manager's executives can view the rep's evaluation record, but the reps should not be able to view the executive comment fields on their review.How can these requirements be met?",Multiple Choice,No,Yes,No,Yes,2,1,1,Use a private sharing model granting record access using hierarchy; manage field access with record types and field-level security.,0,Use a private sharing model granting record access using custom settings; manage field access with page layouts and field-level security.,0,Use a private sharing model granting record access using hierarchy; manage field access with field-level security.,1,Use a private sharing model granting record access using custom settings; manage field access with record types and page layouts.,0,,0,,0
Which two statements are true about field update actions from workflow rules and approval processes? (Choose two.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,2,2,Field updates are tracked in the History related list of a record regardless of whether or not history tracking is set for those fields.,0,Field updates to records based on workflow rules and approval processes do not trigger Validation Rules.,1,Field updates are not available on currency fields if the organization uses multi-currency.,0,"Field updates with ""Re-evaluate Workflow Rules"" selected can cause a recursive loop if the update field is included in a workflow.",1,,0,,0
Which two objects can be members of a Campaign? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Opportunity,0,Account,0,Lead,1,Contact,1,,0,,0
"At Universal Containers, the VP of Service has requested a visual indicator flag on each case, based on the case priority. High-priority case should be flagged red, medium-priority should be flagged yellow, and low-priority cases should be flagged green.Which two formulas will accomplish this requirement? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,"IMAGE( CASE( Priority, ""Low"", ""/img/samples/flag_green.gif"", ""Medium"", ""/img/samples/flag_yellow.gif, ""High"", ""img/samples/flag_red.gif"", ""/s.gif""), ""Priority Flag"")",1,"IF(ISPICKVAL(Priority, ""Low""), ""/img/samples/flag_green.gif , IF(ISPICKVAL(Priority, ""Medium""), ""/img/samples/flag_yellow.gif"", IF(ISPICKVAL(Priority, ""High""), ""/img/samples/flag_red.gif, ""/s.gif"") ) )",0,"CASE( Priority, ""Low"", ""/img/samples/flag_green.gif"", ""Medium"", ""/img/samples/flag_yellow.gif"", ""High"", ""/img/samples/flag_red.gif"", ""/s.gif"")",0,"IMAGE( IF(ISPICKVAL(Priority, ""Low""), ""/img/samples/flag_green.gif"", IF(ISPICKVAL(Priority, ""Medium""), ""/img/samples/flag_yellow.gif"", IF(ISPICKVAL (Priority, ""High""), ""/img/samples/flag_red.gif"", ""/s.gif) ) ), ""Priority Flag"")",1,,0,,0
"The Director of Customer Services wants to know when agents are overwhelmed with high-priority items in the support queue. The Director wants to receive a notification when a new case is open with the status of ""New"" for more than four business hours.Which two automation processes should be used to accomplish this? (Choose two.) (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,2,2,Flow Builder,1,Process Builder,0,Escalation rules,1,Scheduled Apex,0,,0,,0
Which three statements are true about converting a Lead? (Choose three.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,3,3,"The system automatically maps standard lead fields to standard account, contact, and opportunity fields.",1,Administrators may choose whether to enforce validation rules and triggers.,0,Multi-select picklist values on Lead records overwrite values on Contact's corresponding field.,1,Users can convert leads that are associated with an active approval process.,0,"The Lead's most recent campaign record is automatically applied to the ""Primary Campaign Source"" field on the opportunity.",1,,0
"The organization-wide default for a custom object is set to private. The Supervisor profile grants view access to the same object. A user with the Supervisor profile is also listed as the Manager on the user detail records for a subordinate. However, the Supervisor still cannot view records owned by the subordinate.Which two issues are preventing the Supervisor from viewing records owned by the subordinate? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Organization-wide settings for the custom object grant access to other users with the same role.,0,The Supervisor requires a permission set in order to view the subordinate's records.,0,The Supervisor's role is not above the subordinate's role in the hierarchy.,1,Organization-wide settings for the custom object do not grant access using hierarchy.,1,,0,,0
"A custom object named Assignment has private sharing setting that grants access using hierarchies. The organization has a role hierarchy where each TerritoryManager reports to an Area Manager, who reports to a VP of Sales. The VP of Sales is at the top of the role hierarchy. A user who is in the Area Manager role creates a new Assignment record.Who can see this record?",Multiple Choice,No,Yes,No,Yes,2,1,1,The record owner only.,0,The record owner and the VP of Sales.,1,The record owner and all of the other Area Managers.,0,The record owner and all of the Territory Managers in their hierarchy.,0,,0,,0
"The app builder at Universal Containers has been asked to ensure that when an Opportunity record exceeding $20k is being saved, details have been captured in the Comments field.What can be used to meet this requirement?",Multiple Choice,No,Yes,No,Yes,2,1,1,Process Builder,0,Validation Rule,1,Approval Process,0,Workflow,0,,0,,0
"The VP of Marketing wants to broadcast an e-mail to 10,000 contacts in Salesforce on a regular basis, but realizes Salesforce's mass e-mail functionality has a limitation on the number of e-mails that can be sent each day.What action should the app builder take? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Request Salesforce increase the number of maximum daily e-mails.,1,Download all Contacts to a CSV file and use an e-mail client to send the e-mails.,0,Develop Apex code and Visualforce pages to send the e-mails.,0,Research and evaluate products available on AppExchange to send mass e-mails.,0,,0,,0
"An app builder is loading data into Salesforce. To link new records back to the legacy system, a field will be used to track the legacy ID on the Account object. For future data loads this ID will be used when upserting records.Which two fields attributes should be selected? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,External ID,1,Text (encrypted),0,Required,0,Unique,1,,0,,0
Which two are features of Schema Builder? (Choose two.) (Community and Correct Answer Mismatch),Multiple Choice,No,Yes,No,Yes,2,2,2,To create new relationships on standard and custom objects.,1,To create a Geolocation custom field on custom objects.,0,To view and edit custom field level permissions.,1,To modify properties on standard and custom objects.,0,,0,,0
"Launch a troubleshooting wizard from a button, at the end of which a knowledge article is created if it'd be helpful to other users.Which tool would you use for the following use case?",Multiple Choice,No,Yes,No,Yes,2,1,1,Process builder,0,Flow,1,Workflow,0,Approvals,0,,0,,0
"When an opportunity has a discount of more than 40%, notify the CEO via e-mail and request sign-off. Provide a way for the CEO to leave comments.Which tool would you use for the following use case?",Multiple Choice,No,Yes,No,Yes,2,1,1,Process builder,0,Flow,0,Workflow,0,Approvals,1,,0,,0
"When an opportunity closes, close all activities related to that opportunity automatically and create a renewal opportunity.Which tool would you use for the following use case? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Process builder,0,Flow,1,Workflow,0,Approvals,0,,0,,0
"As an account's expiration approaches, send recurring e-mail notifications to the owner (2 weeks before, 1 week before, 3 days before, and 1 day before).Which tool would you use for the following use case? (Community and Correct Answer Mismatch)",Multiple Choice,No,Yes,No,Yes,2,1,1,Process builder,0,Flow,1,Workflow,0,Approvals,0,,0,,0
"You can configure access to data at all of the following levels, except __________.",Multiple Choice,No,Yes,No,Yes,2,1,1,Organization,0,Objects,0,Page layouts,1,Records,0,,0,,0
